image_name,tags
test_27885,primary partly_cloudy
test_27886,clear primary agriculture
test_27887,primary partly_cloudy
test_27888,clear primary
test_27889,clear primary agriculture
test_27890,clear primary water
test_27891,clear primary road habitation agriculture water
test_27892,primary haze agriculture
test_27893,clear primary
test_27894,clear primary
test_27895,clear primary water
test_27896,clear primary
test_27897,clear primary
test_27898,clear primary
test_27899,clear primary road agriculture
test_27900,clear primary road agriculture
test_27901,clear primary
test_27902,clear primary water
test_27903,primary partly_cloudy
test_27904,clear primary water
test_27905,clear primary road habitation agriculture
test_27906,clear primary
test_27907,clear primary
test_27908,clear primary
test_27909,primary partly_cloudy
test_27910,clear primary road habitation agriculture
test_27911,clear primary
test_27912,clear primary agriculture
test_27913,clear primary
test_27914,clear primary
test_27915,primary agriculture water
test_27916,primary road agriculture partly_cloudy
test_27917,primary partly_cloudy
test_27918,clear primary agriculture
test_27919,primary partly_cloudy
test_27920,primary
test_27921,clear primary road agriculture water
test_27922,primary agriculture
test_27923,primary agriculture partly_cloudy
test_27924,primary
test_27925,clear primary
test_27926,clear primary
test_27927,cloudy
test_27928,clear primary agriculture
test_27929,primary agriculture partly_cloudy
test_27930,clear primary road
test_27931,clear primary road agriculture
test_27932,clear primary
test_27933,clear primary water
test_27934,cloudy
test_27935,clear primary
test_27936,clear primary road habitation agriculture
test_27937,primary water partly_cloudy
test_27938,clear primary
test_27939,clear primary
test_27940,clear primary agriculture water
test_27941,clear primary road habitation agriculture
test_27942,clear primary agriculture
test_27943,clear primary
test_27944,clear primary road agriculture water
test_27945,clear primary road habitation agriculture
test_27946,clear primary road agriculture
test_27947,clear primary
test_27948,clear primary
test_27949,clear primary agriculture water
test_27950,clear primary
test_27951,clear primary
test_27952,clear primary
test_27953,clear primary
test_27954,clear primary agriculture
test_27955,clear
test_27956,clear primary agriculture
test_27957,clear primary agriculture
test_27958,primary haze
test_27959,primary partly_cloudy
test_27960,clear primary artisinal_mine water
test_27961,clear primary agriculture
test_27962,clear primary
test_27963,clear primary
test_27964,clear primary
test_27965,cloudy
test_27966,primary water
test_27967,primary water partly_cloudy
test_27968,clear primary cultivation agriculture
test_27969,clear primary
test_27970,primary road agriculture partly_cloudy
test_27971,clear primary
test_27972,clear primary
test_27973,clear primary
test_27974,clear primary road habitation agriculture
test_27975,clear primary
test_27976,primary
test_27977,clear primary cultivation agriculture
test_27978,clear primary road agriculture
test_27979,clear primary
test_27980,clear primary
test_27981,primary partly_cloudy
test_27982,clear water
test_27983,primary partly_cloudy
test_27984,cloudy
test_27985,primary partly_cloudy
test_27986,clear primary agriculture
test_27987,clear primary road agriculture
test_27988,primary agriculture partly_cloudy
test_27989,primary haze
test_27990,primary partly_cloudy
test_27991,clear primary
test_27992,clear primary
test_27993,primary agriculture partly_cloudy
test_27994,clear primary road
test_27995,primary road agriculture
test_27996,primary partly_cloudy
test_27997,clear primary water
test_27998,clear primary
test_27999,primary road habitation agriculture partly_cloudy
test_28000,primary partly_cloudy
test_28001,clear primary water
test_28002,clear primary water
test_28003,primary partly_cloudy
test_28004,clear primary water
test_28005,primary road agriculture partly_cloudy
test_28006,primary partly_cloudy
test_28007,clear primary road agriculture
test_28008,primary partly_cloudy
test_28009,clear primary water
test_28010,clear primary water
test_28011,clear primary road habitation agriculture
test_28012,clear primary road habitation agriculture
test_28013,primary partly_cloudy
test_28014,clear primary water
test_28015,clear primary
test_28016,clear primary
test_28017,clear primary road habitation agriculture
test_28018,clear primary
test_28019,clear primary road habitation agriculture
test_28020,clear primary
test_28021,primary water partly_cloudy
test_28022,clear primary road habitation agriculture
test_28023,primary agriculture partly_cloudy
test_28024,clear primary road agriculture
test_28025,primary water partly_cloudy
test_28026,clear primary agriculture
test_28027,primary haze
test_28028,clear primary
test_28029,clear primary
test_28030,primary haze
test_28031,clear primary
test_28032,clear primary
test_28033,clear primary water
test_28034,clear primary road habitation agriculture
test_28035,clear primary water
test_28036,primary
test_28037,clear primary
test_28038,clear primary
test_28039,clear primary
test_28040,primary partly_cloudy
test_28041,clear primary
test_28042,primary partly_cloudy
test_28043,primary haze
test_28044,primary haze
test_28045,primary partly_cloudy
test_28046,clear primary
test_28047,clear primary road habitation agriculture
test_28048,clear primary
test_28049,clear primary road water
test_28050,primary partly_cloudy
test_28051,primary partly_cloudy
test_28052,clear primary agriculture water
test_28053,clear primary agriculture
test_28054,clear primary
test_28055,clear primary road agriculture
test_28056,clear primary road habitation agriculture
test_28057,clear primary road habitation agriculture
test_28058,clear primary
test_28059,clear primary
test_28060,clear primary road agriculture
test_28061,clear primary
test_28062,clear primary cultivation agriculture
test_28063,clear primary
test_28064,clear primary
test_28065,primary agriculture partly_cloudy
test_28066,clear primary
test_28067,clear primary
test_28068,clear primary
test_28069,clear primary road agriculture partly_cloudy
test_28070,clear primary road agriculture water
test_28071,clear primary water
test_28072,clear primary
test_28073,clear primary
test_28074,clear primary water
test_28075,clear primary
test_28076,clear primary
test_28077,clear primary
test_28078,primary haze water
test_28079,cloudy
test_28080,clear primary
test_28081,clear primary
test_28082,primary water partly_cloudy
test_28083,clear primary road habitation agriculture
test_28084,primary road agriculture partly_cloudy
test_28085,clear primary road habitation water
test_28086,clear primary
test_28087,clear primary
test_28088,clear primary road habitation
test_28089,clear primary road cultivation agriculture water
test_28090,clear primary
test_28091,primary partly_cloudy
test_28092,clear primary
test_28093,clear primary
test_28094,clear primary road agriculture water
test_28095,clear primary agriculture water
test_28096,clear primary
test_28097,clear primary road agriculture water
test_28098,clear primary
test_28099,primary agriculture partly_cloudy
test_28100,clear primary road agriculture water
test_28101,clear primary road habitation agriculture partly_cloudy
test_28102,primary road water partly_cloudy
test_28103,primary agriculture partly_cloudy
test_28104,primary partly_cloudy
test_28105,clear primary
test_28106,primary road agriculture water partly_cloudy
test_28107,cloudy
test_28108,clear primary
test_28109,clear primary
test_28110,cloudy
test_28111,clear primary agriculture
test_28112,clear primary
test_28113,clear primary
test_28114,clear primary
test_28115,clear primary
test_28116,clear primary road agriculture
test_28117,clear primary road agriculture
test_28118,clear primary water
test_28119,cloudy
test_28120,clear primary agriculture
test_28121,clear primary
test_28122,clear primary
test_28123,clear primary
test_28124,cloudy
test_28125,clear primary
test_28126,clear primary
test_28127,clear primary
test_28128,clear primary
test_28129,clear primary road habitation agriculture
test_28130,cloudy
test_28131,primary agriculture
test_28132,clear primary
test_28133,clear primary agriculture partly_cloudy
test_28134,clear primary
test_28135,primary haze
test_28136,clear primary
test_28137,primary haze
test_28138,cloudy
test_28139,clear primary
test_28140,clear primary
test_28141,clear primary
test_28142,clear primary
test_28143,primary partly_cloudy
test_28144,clear primary road agriculture
test_28145,clear primary road habitation agriculture
test_28146,clear primary water
test_28147,clear primary
test_28148,primary haze
test_28149,primary partly_cloudy
test_28150,clear primary
test_28151,clear primary agriculture water
test_28152,clear primary road habitation agriculture
test_28153,clear primary
test_28154,clear primary
test_28155,clear primary
test_28156,clear primary road habitation agriculture
test_28157,clear primary
test_28158,clear primary road habitation agriculture
test_28159,clear primary
test_28160,clear primary
test_28161,clear primary
test_28162,clear primary
test_28163,primary partly_cloudy
test_28164,primary road agriculture partly_cloudy
test_28165,clear primary
test_28166,clear primary
test_28167,primary partly_cloudy
test_28168,clear primary road agriculture water
test_28169,primary road agriculture partly_cloudy
test_28170,clear primary agriculture
test_28171,clear primary water
test_28172,clear primary road agriculture
test_28173,clear primary
test_28174,clear primary
